topic,model,condition,condition_label,word_count,relevance,reason,error_records,minor,major,erroneous_units,assessed_units,uncertain_units,skipped_units,error_details,report
stoichiometry,grok-4.3,English prompt / English response,English prompt / English response,578,on_topic,"The explanation comprehensively covers stoichiometry for high school chemistry, including the definition, balanced equations, the mole concept, step-by-step problem-solving procedure, a worked calculation, limiting reactants, study tips, and real-world applications.",0,0,0,0,8,0,0,[],ch-2_stoichiometry/english/evaluation/grok-4.3__3b9f00f2ff5e/results.md
stoichiometry,llama-4-maverick,English prompt / English response,English prompt / English response,510,on_topic,"The response directly and accurately explains stoichiometry, covering its definition, etymology, prerequisite concepts, step-by-step problem-solving procedure, and a worked example.",0,0,0,0,5,0,0,[],ch-2_stoichiometry/english/evaluation/llama-4-maverick__604a671598b6/results.md
stoichiometry,gemini-3.8-flash,Bengali prompt / Bengali response,Bengali prompt / Bengali response,528,on_topic,"The response accurately and directly explains chemical stoichiometry in Bengali for a high school student, covering basic definitions, key prerequisites (balanced equations, mole, molar mass), a worked example, and a general problem-solving procedure.",0,0,0,0,8,0,0,[],ch-2_stoichiometry/bengali-native/evaluation/gemini-3.8-flash__dea053afc4bd/results.md
stoichiometry,gpt-5.6-terra,English prompt / Bengali response,English prompt / Bengali response,585,on_topic,"The entire response directly and accurately explains chemical stoichiometry in Bengali, covering balanced chemical equations, mole concept, molar mass, stoichiometric calculations, limiting reagents, and general problem-solving steps.",0,0,0,0,11,0,0,[],ch-2_stoichiometry/bengali-english/evaluation/gpt-5.6-terra__1b10a45881ec/results.md
stoichiometry,gemini-3.8-flash,English prompt / Bengali response,English prompt / Bengali response,494,on_topic,"The entire response directly explains stoichiometry in Bengali, covering its definition and Greek etymology, an intuitive tea recipe analogy, the foundational role of balanced equations and mass conservation, a 4-step calculation procedure, a fully worked numerical example, and key mole relationships at STP.",0,0,0,0,6,0,0,[],ch-2_stoichiometry/bengali-english/evaluation/gemini-3.8-flash__42f7a83aea6e/results.md
stoichiometry,grok-4.3,English prompt / Bengali response,English prompt / Bengali response,275,on_topic,"The response directly explains stoichiometry in Bengali, covering its definition, the role of balanced chemical equations, mole ratios, a worked example with methane combustion, and general procedural steps for solving stoichiometry problems.",0,0,0,0,4,0,0,[],ch-2_stoichiometry/bengali-english/evaluation/grok-4.3__092159d7e9bd/results.md
stoichiometry,claude-sonnet-5,Bengali prompt / Bengali response,Bengali prompt / Bengali response,316,on_topic,"The response provides a comprehensive introductory explanation of chemical stoichiometry in Bengali, covering definitions, mole ratios, problem-solving steps, a step-by-step worked example, limiting reagents, and practical applications.",0,0,0,0,8,0,0,[],ch-2_stoichiometry/bengali-native/evaluation/claude-sonnet-5__416a8b6035d4/results.md
stoichiometry,llama-4-maverick,English prompt / French response,English prompt / French response,427,on_topic,"The explanation defines stoichiometry, explains foundational principles (conservation of mass and balanced chemical equations), outlines a four-step problem-solving procedure, provides a worked calculation example with moles, and summarizes the topic.",0,0,0,0,5,0,0,[],ch-2_stoichiometry/french-english/evaluation/llama-4-maverick__db3c4e55be79/results.md
stoichiometry,gpt-5.6-terra,Bengali prompt / Bengali response,Bengali prompt / Bengali response,745,on_topic,"The response provides a clear, comprehensive introduction to stoichiometry for high school students in Bengali, covering mole ratios, balanced equations, molar mass, standard stoichiometry calculations, limiting reagents, and molar gas volume.",0,0,0,0,12,0,0,[],ch-2_stoichiometry/bengali-native/evaluation/gpt-5.6-terra__bc341516cea4/results.md
stoichiometry,claude-sonnet-5,English prompt / French response,English prompt / French response,319,on_topic,"The entire response directly explains stoichiometry, including mole ratios, chemical equations, problem-solving procedures, a worked calculation, and limiting reactants in French as requested.",0,0,0,0,7,0,0,[],ch-2_stoichiometry/french-english/evaluation/claude-sonnet-5__1b5c706969ee/results.md
stoichiometry,claude-sonnet-5,French prompt / French response,French prompt / French response,373,on_topic,"The response provides a direct, comprehensive introduction to stoichiometry for high school chemistry, covering definitions, balanced equations, mole relationships, calculation steps with a worked example, and limiting reactants.",0,0,0,0,8,0,0,[],ch-2_stoichiometry/french-native/evaluation/claude-sonnet-5__4f01f0e1bb93/results.md
stoichiometry,grok-4.3,English prompt / French response,English prompt / French response,481,on_topic,"The entire response directly and thoroughly explains stoichiometry in chemistry, including definition, balanced equations, molar ratios, mass-to-mole calculations, limiting reactants, real-world applications, and problem-solving steps.",0,0,0,0,9,0,0,[],ch-2_stoichiometry/french-english/evaluation/grok-4.3__0393b379f408/results.md
stoichiometry,gemini-3.8-flash,English prompt / French response,English prompt / French response,610,on_topic,"The response explains stoichiometry clearly and accurately in French, using introductory analogies, chemical equations, stoichiometric coefficients, the mole concept, limiting reactants, and a step-by-step problem-solving method.",0,0,0,0,7,0,0,[],ch-2_stoichiometry/french-english/evaluation/gemini-3.8-flash__f4ca841d3a00/results.md
stoichiometry,gemini-3.8-flash,French prompt / French response,French prompt / French response,655,on_topic,"The entire response explains stoichiometry clearly for a high school audience, covering definitions, analogies, stoichiometric coefficients, mole-mass distinctions, limiting reactants, and problem-solving steps.",0,0,0,0,6,0,0,[],ch-2_stoichiometry/french-native/evaluation/gemini-3.8-flash__f4a50cb4e33a/results.md
stoichiometry,llama-4-maverick,French prompt / French response,French prompt / French response,383,on_topic,"The text directly explains stoichiometry, its importance, underlying principles (conservation of mass, chemical equations), the procedure to apply it, and provides an illustrative chemical reaction example.",0,0,0,0,5,0,0,[],ch-2_stoichiometry/french-native/evaluation/llama-4-maverick__657131a3a9b9/results.md
stoichiometry,gpt-5.6-terra,Arabic prompt / Arabic response,Arabic prompt / Arabic response,684,on_topic,"The explanation covers the principles and calculations of stoichiometry, including the law of conservation of mass, balancing equations, mole concept, molar mass, conversions, stoichiometric problem solving, gas volumes, limiting reactants, and percentage yield.",0,0,0,0,22,0,0,[],ch-2_stoichiometry/arabic-native/evaluation/gpt-5.6-terra__4c0cc4c79bcc/results.md
stoichiometry,llama-4-maverick,Bengali prompt / Bengali response,Bengali prompt / Bengali response,319,on_topic,"The response clearly and accurately explains chemical stoichiometry (রাসায়নিক সমীকরণমিতি) in Bengali, covering its basic definition, an everyday recipe analogy, a worked mole calculation example for water synthesis, and related concepts such as limiting reactants, excess reactants, and percent yield.",0,0,0,0,4,0,0,[],ch-2_stoichiometry/bengali-native/evaluation/llama-4-maverick__69170cb88028/results.md
stoichiometry,gpt-5.6-terra,English prompt / French response,English prompt / French response,888,on_topic,"The explanation thoroughly and accurately covers stoichiometry in French, addressing stoichiometric coefficients, balanced chemical equations, molar calculations, limiting reagents, and gas volumes with worked examples.",0,0,0,0,15,0,0,[],ch-2_stoichiometry/french-english/evaluation/gpt-5.6-terra__d498ac6e7da8/results.md
stoichiometry,grok-4.3,Bengali prompt / Bengali response,Bengali prompt / Bengali response,340,on_topic,"The response clearly and thoroughly explains stoichiometry for a high school student, covering its definition, balanced equations, mole and mass relationships, a step-by-step worked calculation, and limiting reactants.",0,0,0,0,8,0,0,[],ch-2_stoichiometry/bengali-native/evaluation/grok-4.3__446eb243613a/results.md
stoichiometry,gpt-5.6-terra,French prompt / French response,French prompt / French response,846,on_topic,"The text directly and accurately explains stoichiometry for a high school chemistry audience, including reaction balancing, molar ratios, molar conversions, and limiting reactants.",0,0,0,0,12,0,0,[],ch-2_stoichiometry/french-native/evaluation/gpt-5.6-terra__7bf477f29784/results.md
stoichiometry,llama-4-maverick,English prompt / Hindi response,English prompt / Hindi response,358,on_topic,"The response directly explains stoichiometry in Hindi, covering its definition, importance, fundamental principles, calculation steps, and an illustrative example.",0,0,0,0,6,0,0,[],ch-2_stoichiometry/hindi-english/evaluation/llama-4-maverick__57a56205e96a/results.md
stoichiometry,claude-sonnet-5,English prompt / Hindi response,English prompt / Hindi response,384,on_topic,"The explanation directly covers stoichiometry, including its definition, underlying principle of conservation of mass, steps for calculation, worked examples, related concepts (limiting reagent, percent yield), and real-world applications.",0,0,0,0,8,0,0,[],ch-2_stoichiometry/hindi-english/evaluation/claude-sonnet-5__2f02270e4dca/results.md
stoichiometry,claude-sonnet-5,English prompt / Tamil response,English prompt / Tamil response,225,on_topic,"The response comprehensively explains stoichiometry in Tamil tailored for high school students, including its formal definition, an everyday cooking analogy, step-by-step problem-solving methods, a worked calculation example, real-world applications, and study tips.",0,0,0,0,7,0,0,[],ch-2_stoichiometry/tamil-english/evaluation/claude-sonnet-5__10a186887f75/results.md
stoichiometry,gemini-3.8-flash,English prompt / Tamil response,English prompt / Tamil response,380,on_topic,"The response explains stoichiometry in Tamil, covering its definition, an everyday tea-making analogy, balancing chemical equations, mole relationships, and real-world applications.",0,0,0,0,9,0,0,[],ch-2_stoichiometry/tamil-english/evaluation/gemini-3.8-flash__41ad2eb4684b/results.md
stoichiometry,gpt-5.6-terra,English prompt / Tamil response,English prompt / Tamil response,531,on_topic,"The response accurately and comprehensively explains stoichiometry in Tamil, covering definitions, balancing equations, mole ratios, molar masses, worked calculation examples, limiting reactants, and percentage yield.",0,0,0,0,10,0,0,[],ch-2_stoichiometry/tamil-english/evaluation/gpt-5.6-terra__c60296b94917/results.md
