topic,model,condition,language,prompt_type,unit_id,kind,label,word_count,excerpt_count
ch-1_isotope,gpt-5.6-terra,hindi-english,Hindi,english,u4,EXAMPLE,Application of carbon-14 in radiometric dating,9,1
ch-1_isotope,gpt-5.6-terra,hindi-english,Hindi,english,u5,EXAMPLE,Application of iodine-131 in treating thyroid diseases,6,1
ch-1_isotope,gpt-5.6-terra,hindi-english,Hindi,english,u6,EXAMPLE,Application of cobalt-60 in cancer therapy and sterilization,10,1
ch-1_isotope,gpt-5.6-terra,hindi-english,Hindi,english,u7,EXAMPLE,Application of uranium-235 in nuclear power generation,5,1
ch-1_isotope,gpt-5.6-terra,hindi-english,Hindi,english,u8,STUDY_SUPPORT,Mnemonic verse for remembering isotope definitions,13,1
ch-1_isotope,grok-4.3,hindi-english,Hindi,english,u1,CONCEPT,Definition of isotopes and relation to atomic and mass numbers,70,1
ch-1_isotope,grok-4.3,hindi-english,Hindi,english,u2,EXAMPLE,"Comparison of hydrogen isotopes (protium, deuterium, tritium)",44,1
ch-1_isotope,grok-4.3,hindi-english,Hindi,english,u3,EXAMPLE,Comparison of carbon isotopes (carbon-12 and carbon-14),22,1
ch-1_isotope,grok-4.3,hindi-english,Hindi,english,u4,CONCEPT,Chemical and physical properties of isotopes,32,1
ch-1_isotope,grok-4.3,hindi-english,Hindi,english,u5,CONCEPT,Notation convention for writing mass number of isotopes,20,1
ch-1_isotope,llama-4-maverick,hindi-english,Hindi,english,u1,CONCEPT,"Definition of isotopes in terms of atomic number, mass, protons, and neutrons",42,1
ch-1_isotope,llama-4-maverick,hindi-english,Hindi,english,u2,EXAMPLE,"Carbon isotopes (C-12, C-13, and C-14) as a comparative example",74,1
ch-1_isotope,llama-4-maverick,hindi-english,Hindi,english,u3,CONCEPT,Chemical and physical properties of isotopes,43,1
ch-1_isotope,llama-4-maverick,hindi-english,Hindi,english,u4,EXAMPLE,Application of radioactive isotopes in cancer treatment,14,1
ch-1_isotope,llama-4-maverick,hindi-english,Hindi,english,u5,EXAMPLE,Application of isotopes in scientific research,16,1
ch-1_isotope,llama-4-maverick,hindi-english,Hindi,english,u6,EXAMPLE,Application of isotopes in industrial process monitoring and control,17,1
ch-1_isotope,llama-4-maverick,hindi-english,Hindi,english,u7,STUDY_SUPPORT,Summary recap of isotope definition and significance,32,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u1,CONCEPT,Definition of isotopes,39,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u2,ANALOGY,Family siblings analogy for isotopes,32,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u3,EXAMPLE,Isotopes of hydrogen,24,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u4,EXAMPLE,Isotopes of carbon,23,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u5,STUDY_SUPPORT,Etymological memory trick for the term samasthanik,39,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u6,EXAMPLE,Application of carbon-14 in radiocarbon dating,10,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u7,EXAMPLE,Application of cobalt-60 in cancer treatment,6,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u8,EXAMPLE,Application of uranium-235 in nuclear power,5,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u9,EXAMPLE,Application of iodine-131 in thyroid diagnosis,5,1
ch-1_isotope,claude-sonnet-5,hindi-native,Hindi,native,u10,CAVEAT,Distinction between chemical and physical properties of isotopes,30,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u1,CONCEPT,Definition of isotopes and foundational subatomic concepts,139,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u2,ANALOGY,School bag analogy for isotopes,83,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u3,EXAMPLE,Comparative example of hydrogen isotopes,79,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u4,EXAMPLE,Comparative example of carbon isotopes,32,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u5,CONCEPT,Chemical and physical properties of isotopes,54,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u6,EXAMPLE,Application of carbon-14 in radiocarbon dating,16,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u7,EXAMPLE,Application of cobalt-60 in cancer radiotherapy,18,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u8,EXAMPLE,Application of iodine-131 in goitre and thyroid treatment,16,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u9,EXAMPLE,Application of uranium-235 in nuclear power generation,18,1
ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,native,u10,STUDY_SUPPORT,Recap of key defining features of isotopes,18,1
ch-1_isotope,gpt-5.6-terra,hindi-native,Hindi,native,u1,CONCEPT,Definition of isotopes and atomic structure background,87,1
ch-1_isotope,gpt-5.6-terra,hindi-native,Hindi,native,u2,EXAMPLE,"Comparative example of carbon isotopes (C-12, C-13, C-14)",57,1
ch-1_isotope,gpt-5.6-terra,hindi-native,Hindi,native,u3,CONCEPT,Chemical and physical properties of isotopes,47,1
ch-1_isotope,gpt-5.6-terra,hindi-native,Hindi,native,u4,EXAMPLE,Application of carbon-14 in radiocarbon dating,12,1
ch-1_isotope,gpt-5.6-terra,hindi-native,Hindi,native,u5,EXAMPLE,Application of cobalt-60 in cancer treatment,5,1
ch-1_isotope,gpt-5.6-terra,hindi-native,Hindi,native,u6,EXAMPLE,Application of iodine-131 in thyroid diagnosis and treatment,8,1
ch-1_isotope,gpt-5.6-terra,hindi-native,Hindi,native,u7,EXAMPLE,Application of uranium-235 in nuclear energy,7,1
ch-1_isotope,gpt-5.6-terra,hindi-native,Hindi,native,u8,STUDY_SUPPORT,Mnemonic rhyme for remembering isotope characteristics,14,1
ch-1_isotope,grok-4.3,hindi-native,Hindi,native,u1,ANALOGY,Classroom analogy comparing students in the same class to isotopes,40,1
ch-1_isotope,grok-4.3,hindi-native,Hindi,native,u2,CONCEPT,Definition and nuclear composition of isotopes,65,1
ch-1_isotope,grok-4.3,hindi-native,Hindi,native,u3,EXAMPLE,"Hydrogen isotopes: protium, deuterium, and tritium",53,1
ch-1_isotope,grok-4.3,hindi-native,Hindi,native,u4,EXAMPLE,Carbon isotopes: carbon-12 and carbon-14,10,1
ch-1_isotope,grok-4.3,hindi-native,Hindi,native,u5,CONCEPT,"Chemical, physical, and nuclear properties of isotopes",79,1
ch-1_isotope,grok-4.3,hindi-native,Hindi,native,u6,STUDY_SUPPORT,Etymological memory aid for the term 'samsthanik',24,1
ch-1_isotope,grok-4.3,hindi-native,Hindi,native,u7,STUDY_SUPPORT,Practice check question on identifying isotopes,41,1
ch-1_isotope,llama-4-maverick,hindi-native,Hindi,native,u1,CONCEPT,Atomic structure and subatomic particles,31,1
ch-1_isotope,llama-4-maverick,hindi-native,Hindi,native,u2,CONCEPT,Definition of isotopes,43,1
ch-1_isotope,llama-4-maverick,hindi-native,Hindi,native,u3,EXAMPLE,"Comparison of carbon isotopes (carbon-12, carbon-13, carbon-14)",50,1
ch-1_isotope,llama-4-maverick,hindi-native,Hindi,native,u4,CONCEPT,Chemical and physical properties of isotopes,30,1
ch-1_isotope,llama-4-maverick,hindi-native,Hindi,native,u5,EXAMPLE,Application: radiocarbon dating,16,1
ch-1_isotope,llama-4-maverick,hindi-native,Hindi,native,u6,EXAMPLE,Application: medicine and cancer therapy,21,1
ch-1_isotope,llama-4-maverick,hindi-native,Hindi,native,u7,EXAMPLE,Application: scientific research in geology and environmental science,21,1
ch-1_isotope,claude-sonnet-5,tamil-english,Tamil,english,u1,CONCEPT,Definition and key characteristics of isotopes,67,1
ch-1_isotope,claude-sonnet-5,tamil-english,Tamil,english,u2,EXAMPLE,"Isotopes of hydrogen (Protium, Deuterium, and Tritium)",40,1
ch-1_isotope,claude-sonnet-5,tamil-english,Tamil,english,u3,EXAMPLE,"Isotopes of carbon (Carbon-12, Carbon-13, and Carbon-14)",38,1
ch-1_isotope,claude-sonnet-5,tamil-english,Tamil,english,u4,EXAMPLE,Application of Uranium-235 in nuclear power generation,6,1
ch-1_isotope,claude-sonnet-5,tamil-english,Tamil,english,u5,EXAMPLE,Application of Cobalt-60 in medical cancer treatment,5,1
ch-1_isotope,claude-sonnet-5,tamil-english,Tamil,english,u6,EXAMPLE,Application of carbon dating in archaeology,8,1
ch-1_isotope,claude-sonnet-5,tamil-english,Tamil,english,u7,EXAMPLE,Application of radioactive isotopes as tracers in scientific research,6,1
ch-1_isotope,claude-sonnet-5,tamil-english,Tamil,english,u8,STUDY_SUPPORT,Etymological mnemonic and summary catchphrase for isotopes,27,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u1,CONCEPT,"Atomic structure background: subatomic particles, atomic number, and mass number",53,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u2,CONCEPT,Definition and fundamental concept of isotopes,26,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u3,ANALOGY,Analogy of twins with extra stones in a pocket to explain isotopes,34,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u4,EXAMPLE,"Comparative example of hydrogen isotopes: protium, deuterium, and tritium",62,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u5,EXAMPLE,Comparative example of carbon isotopes: carbon-12 and carbon-14,21,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u6,CONCEPT,Chemical and physical properties of isotopes,32,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u7,EXAMPLE,Application of carbon-14 in radiocarbon dating,17,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u8,EXAMPLE,Application of iodine-131 in treating thyroid disease,6,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u9,EXAMPLE,Application of cobalt-60 in radiation therapy for cancer,7,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u10,EXAMPLE,Application of uranium-235 in nuclear power generation,10,1
ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,english,u11,STUDY_SUPPORT,Summary recap of isotope concepts,19,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u1,CONCEPT,"Definition of isotopes, atomic structure context, and relationship to mass number",93,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u2,EXAMPLE,"Comparative example of carbon isotopes (carbon-12, carbon-13, and carbon-14)",50,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u3,CONCEPT,Isotope nuclide notation convention and calculation of neutron number,26,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u4,CONCEPT,Chemical and physical properties of isotopes,33,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u5,CONCEPT,Classification of stable and radioactive isotopes,25,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u6,EXAMPLE,Application of carbon-14 in radiometric dating,8,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u7,EXAMPLE,Application of iodine-131 in thyroid treatment,5,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u8,EXAMPLE,Application of cobalt-60 in cancer treatment,4,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u9,EXAMPLE,Application of uranium-235 in nuclear power generation,6,1
ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,english,u10,STUDY_SUPPORT,Recap summary of isotope definition and core rule,20,1
ch-1_isotope,grok-4.3,tamil-english,Tamil,english,u1,CONCEPT,Definition of isotopes based on proton and neutron numbers,35,1
ch-1_isotope,grok-4.3,tamil-english,Tamil,english,u2,EXAMPLE,"Isotopes of hydrogen (protium, deuterium, tritium)",50,1
ch-1_isotope,grok-4.3,tamil-english,Tamil,english,u3,EXAMPLE,Isotopes of carbon (carbon-12 and carbon-14),16,1
ch-1_isotope,grok-4.3,tamil-english,Tamil,english,u4,CONCEPT,Key chemical and physical properties of isotopes,26,1
ch-1_isotope,grok-4.3,tamil-english,Tamil,english,u5,EXAMPLE,"Medical applications of radioisotopes (e.g., iodine-131)",9,1
ch-1_isotope,grok-4.3,tamil-english,Tamil,english,u6,EXAMPLE,Archaeological application of carbon-14 dating,8,1
ch-1_isotope,grok-4.3,tamil-english,Tamil,english,u7,EXAMPLE,Agricultural application of isotopes to study fertilizer uptake,4,1
ch-1_isotope,grok-4.3,tamil-english,Tamil,english,u8,STUDY_SUPPORT,Summary takeaway to remember isotopes,12,1
ch-1_isotope,llama-4-maverick,tamil-english,Tamil,english,u1,CONCEPT,"Definition of isotopes in terms of atomic number, mass number, protons, and neutrons",28,1
ch-1_isotope,llama-4-maverick,tamil-english,Tamil,english,u2,EXAMPLE,"Isotopes of hydrogen (protium, deuterium, tritium)",27,2
ch-1_isotope,llama-4-maverick,tamil-english,Tamil,english,u3,EXAMPLE,Isotopes of carbon,5,1
ch-1_isotope,llama-4-maverick,tamil-english,Tamil,english,u4,EXAMPLE,Isotopes of oxygen,5,1
ch-1_isotope,llama-4-maverick,tamil-english,Tamil,english,u5,EXAMPLE,Application of radioactive isotopes in cancer treatment,8,1
ch-1_isotope,llama-4-maverick,tamil-english,Tamil,english,u6,CONCEPT,Isotope effect on physical properties and isotopic separation,24,1
ch-1_isotope,llama-4-maverick,tamil-english,Tamil,english,u7,EXAMPLE,Application of uranium-235 as fuel in nuclear reactors,7,1
ch-1_isotope,llama-4-maverick,tamil-english,Tamil,english,u8,EXAMPLE,Application of radioactive isotopes in dating fossils,7,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u1,ANALOGY,Twin siblings with identical appearance but different weights as an analogy for isotopes,41,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u2,CONCEPT,Definition of isotopes based on proton and neutron counts,71,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u3,CONCEPT,Etymology and periodic table positioning of the term 'Oridathan',34,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u4,EXAMPLE,"Comparison of hydrogen isotopes: protium, deuterium, and tritium",68,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u5,CONCEPT,Chemical and physical properties of isotopes,30,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u6,EXAMPLE,Application of carbon-14 in dating ancient objects,17,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u7,EXAMPLE,Application of cobalt-60 in cancer radiation therapy,9,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u8,EXAMPLE,Application of uranium-235 as fuel in nuclear power plants,8,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u9,EXAMPLE,Application of iodine-131 in treating thyroid disorders,6,1
ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,native,u10,STUDY_SUPPORT,Summary recap to remember key isotope relationships,13,1
ch-2_stoichiometry,claude-sonnet-5,arabic-english,Arabic,english,u1,CONCEPT,Definition and scope of stoichiometry,29,1
ch-2_stoichiometry,claude-sonnet-5,arabic-english,Arabic,english,u2,ANALOGY,Sandwich recipe analogy for mole ratios,31,1
ch-2_stoichiometry,claude-sonnet-5,arabic-english,Arabic,english,u3,PROCEDURE,Initial procedural steps for stoichiometric setup and mole ratios,61,1
ch-2_stoichiometry,claude-sonnet-5,arabic-english,Arabic,english,u4,EXAMPLE,Worked example calculating moles of ammonia from hydrogen,61,1
ch-2_stoichiometry,claude-sonnet-5,arabic-english,Arabic,english,u5,PROCEDURE,Roadmap workflow for mass-to-mass stoichiometry calculations,28,1
ch-2_stoichiometry,claude-sonnet-5,arabic-english,Arabic,english,u6,EXAMPLE,Worked mass-to-mass example calculating grams of oxygen needed to react with hydrogen,58,1
ch-2_stoichiometry,claude-sonnet-5,arabic-english,Arabic,english,u7,STUDY_SUPPORT,Study advice and problem-solving tips for stoichiometry,37,1
ch-2_stoichiometry,claude-sonnet-5,arabic-english,Arabic,english,u8,STUDY_SUPPORT,Recap summary of core stoichiometry message,25,1
ch-2_stoichiometry,gemini-3.8-flash,arabic-english,Arabic,english,u1,ANALOGY,Kitchen sandwich-making analogy for stoichiometric ratios,71,1
ch-2_stoichiometry,gemini-3.8-flash,arabic-english,Arabic,english,u2,CONCEPT,Definition of stoichiometry and the balanced equation as a recipe,51,1
ch-2_stoichiometry,gemini-3.8-flash,arabic-english,Arabic,english,u3,CONCEPT,The mole concept and Avogadro's number,68,1
ch-2_stoichiometry,gemini-3.8-flash,arabic-english,Arabic,english,u4,PROCEDURE,Three-step roadmap for stoichiometry calculations,84,1
ch-2_stoichiometry,gemini-3.8-flash,arabic-english,Arabic,english,u5,EXAMPLE,Mole-to-mole calculation for water synthesis,48,1
ch-2_stoichiometry,gemini-3.8-flash,arabic-english,Arabic,english,u6,STUDY_SUPPORT,Summary recap linking stoichiometry to the law of conservation of mass,37,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u1,CONCEPT,Definition and purpose of stoichiometry,31,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u2,CONCEPT,Importance of balanced equations and stoichiometric coefficients,75,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u3,CAVEAT,Misconception warning against modifying chemical subscripts,20,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u4,CONCEPT,Definition of the mole and Avogadro's number,57,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u5,CONCEPT,Definition and calculation of molar mass,51,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u6,PROCEDURE,General procedure for solving stoichiometry problems,51,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u7,EXAMPLE,Worked stoichiometry problem calculating water yield from hydrogen,97,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u8,EXAMPLE,Worked stoichiometry problem calculating carbon dioxide from methane combustion,80,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u9,CONCEPT,Definition and determination of mole ratios,55,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u10,CONCEPT,Definition and chemical determination of the limiting reactant,49,2
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u11,ANALOGY,Sandwich-making analogy for the limiting reactant,34,1
ch-2_stoichiometry,gpt-5.6-terra,arabic-english,Arabic,english,u12,CONCEPT,"Theoretical yield, actual yield, and percent yield calculation",57,1
