topic,model,condition,language,prompt_type,category,unit_count,mean_unit_words
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,CONCEPT,5,27.4
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-english,Arabic,english,EXAMPLE,5,14.2
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,ALL,9,28
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,CONCEPT,6,27.833333333333332
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,EXAMPLE,2,28.5
ch-6_alkaline_earth_metals,claude-sonnet-5,arabic-native,Arabic,native,STUDY_SUPPORT,1,28
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,ALL,9,42.22222222222222
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,CONCEPT,5,60.6
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,EXAMPLE,2,15
ch-6_alkaline_earth_metals,gemini-3.8-flash,arabic-native,Arabic,native,STUDY_SUPPORT,2,23.5
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,ALL,16,34.5
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,CONCEPT,10,39
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,EXAMPLE,4,21.75
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,STUDY_SUPPORT,1,37
ch-6_alkaline_earth_metals,gpt-5.6-terra,arabic-native,Arabic,native,CAVEAT,1,38
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,ALL,10,30.7
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,CONCEPT,4,50.75
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,EXAMPLE,4,11.75
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,STUDY_SUPPORT,1,37
ch-6_alkaline_earth_metals,grok-4.3,arabic-native,Arabic,native,CAVEAT,1,20
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,ALL,8,27.875
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,CONCEPT,5,29.2
ch-6_alkaline_earth_metals,llama-4-maverick,arabic-native,Arabic,native,EXAMPLE,3,25.666666666666668
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,ALL,11,26.454545454545453
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,CONCEPT,8,27.875
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,EXAMPLE,1,27
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-english,Bengali,english,STUDY_SUPPORT,2,20.5
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,ALL,11,38.45454545454545
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,CONCEPT,5,62.8
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,EXAMPLE,5,16.8
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-english,Bengali,english,STUDY_SUPPORT,1,25
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,ALL,16,29.1875
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,CONCEPT,10,33.9
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,EXAMPLE,5,22.6
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-english,Bengali,english,STUDY_SUPPORT,1,15
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,ALL,13,21.384615384615383
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,CONCEPT,8,29.25
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,EXAMPLE,4,6.5
ch-6_alkaline_earth_metals,grok-4.3,bengali-english,Bengali,english,CAVEAT,1,18
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-english,Bengali,english,ALL,4,41.25
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-english,Bengali,english,CONCEPT,2,72
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-english,Bengali,english,EXAMPLE,2,10.5
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,ALL,8,31.375
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,CONCEPT,3,64.66666666666667
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,EXAMPLE,3,8.333333333333334
ch-6_alkaline_earth_metals,claude-sonnet-5,bengali-native,Bengali,native,STUDY_SUPPORT,2,16
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,ALL,8,44.875
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,CONCEPT,3,76.33333333333333
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,EXAMPLE,3,23.666666666666668
ch-6_alkaline_earth_metals,gemini-3.8-flash,bengali-native,Bengali,native,STUDY_SUPPORT,2,29.5
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,ALL,17,28.58823529411765
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,CONCEPT,10,36.3
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,EXAMPLE,5,15.8
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,STUDY_SUPPORT,1,32
ch-6_alkaline_earth_metals,gpt-5.6-terra,bengali-native,Bengali,native,CAVEAT,1,12
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,ALL,9,30.333333333333332
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,CONCEPT,4,53.25
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,EXAMPLE,4,9
ch-6_alkaline_earth_metals,grok-4.3,bengali-native,Bengali,native,STUDY_SUPPORT,1,24
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,ALL,9,40.888888888888886
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,CONCEPT,3,73.66666666666667
ch-6_alkaline_earth_metals,llama-4-maverick,bengali-native,Bengali,native,EXAMPLE,6,24.5
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,ALL,6,48.666666666666664
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,CONCEPT,3,63
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,EXAMPLE,1,39
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,ANALOGY,1,41
ch-6_alkaline_earth_metals,claude-sonnet-5,english,English,english,STUDY_SUPPORT,1,23
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,ALL,11,47.63636363636363
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,CONCEPT,5,72.6
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,EXAMPLE,4,26.75
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,ANALOGY,1,19
ch-6_alkaline_earth_metals,gemini-3.8-flash,english,English,english,STUDY_SUPPORT,1,35
ch-6_alkaline_earth_metals,gpt-5.6-terra,english,English,english,ALL,20,33.75
ch-6_alkaline_earth_metals,gpt-5.6-terra,english,English,english,CONCEPT,8,50.875
ch-6_alkaline_earth_metals,gpt-5.6-terra,english,English,english,EXAMPLE,10,17
ch-6_alkaline_earth_metals,gpt-5.6-terra,english,English,english,STUDY_SUPPORT,1,42
ch-6_alkaline_earth_metals,gpt-5.6-terra,english,English,english,CAVEAT,1,56
ch-6_alkaline_earth_metals,grok-4.3,english,English,english,ALL,9,49.55555555555556
ch-6_alkaline_earth_metals,grok-4.3,english,English,english,CONCEPT,4,77
ch-6_alkaline_earth_metals,grok-4.3,english,English,english,EXAMPLE,4,21
ch-6_alkaline_earth_metals,grok-4.3,english,English,english,STUDY_SUPPORT,1,54
ch-6_alkaline_earth_metals,llama-4-maverick,english,English,english,ALL,8,42.75
ch-6_alkaline_earth_metals,llama-4-maverick,english,English,english,CONCEPT,3,68.66666666666667
ch-6_alkaline_earth_metals,llama-4-maverick,english,English,english,EXAMPLE,3,20
ch-6_alkaline_earth_metals,llama-4-maverick,english,English,english,STUDY_SUPPORT,2,38
ch-6_alkaline_earth_metals,claude-sonnet-5,french-english,French,english,ALL,6,28.833333333333332
ch-6_alkaline_earth_metals,claude-sonnet-5,french-english,French,english,CONCEPT,5,30
ch-6_alkaline_earth_metals,claude-sonnet-5,french-english,French,english,EXAMPLE,1,23
ch-6_alkaline_earth_metals,gemini-3.8-flash,french-english,French,english,ALL,7,66.28571428571429
ch-6_alkaline_earth_metals,gemini-3.8-flash,french-english,French,english,CONCEPT,3,105.66666666666667
ch-6_alkaline_earth_metals,gemini-3.8-flash,french-english,French,english,EXAMPLE,3,35.333333333333336
ch-6_alkaline_earth_metals,gemini-3.8-flash,french-english,French,english,STUDY_SUPPORT,1,41
ch-6_alkaline_earth_metals,gpt-5.6-terra,french-english,French,english,ALL,13,50.15384615384615
ch-6_alkaline_earth_metals,gpt-5.6-terra,french-english,French,english,CONCEPT,8,58.125
ch-6_alkaline_earth_metals,gpt-5.6-terra,french-english,French,english,EXAMPLE,4,27
ch-6_alkaline_earth_metals,gpt-5.6-terra,french-english,French,english,STUDY_SUPPORT,1,79
ch-6_alkaline_earth_metals,grok-4.3,french-english,French,english,ALL,9,26.77777777777778
ch-6_alkaline_earth_metals,grok-4.3,french-english,French,english,CONCEPT,5,34.2
ch-6_alkaline_earth_metals,grok-4.3,french-english,French,english,EXAMPLE,3,16.666666666666668
ch-6_alkaline_earth_metals,grok-4.3,french-english,French,english,STUDY_SUPPORT,1,20
ch-6_alkaline_earth_metals,llama-4-maverick,french-english,French,english,ALL,9,33.111111111111114
ch-6_alkaline_earth_metals,llama-4-maverick,french-english,French,english,CONCEPT,5,41.2
ch-6_alkaline_earth_metals,llama-4-maverick,french-english,French,english,EXAMPLE,4,23
ch-6_alkaline_earth_metals,claude-sonnet-5,french-native,French,native,ALL,9,23.88888888888889
ch-6_alkaline_earth_metals,claude-sonnet-5,french-native,French,native,CONCEPT,5,27.4
ch-6_alkaline_earth_metals,claude-sonnet-5,french-native,French,native,EXAMPLE,3,14.666666666666666
ch-6_alkaline_earth_metals,claude-sonnet-5,french-native,French,native,ANALOGY,1,34
ch-6_alkaline_earth_metals,gemini-3.8-flash,french-native,French,native,ALL,6,83.33333333333333
ch-6_alkaline_earth_metals,gemini-3.8-flash,french-native,French,native,CONCEPT,3,126
ch-6_alkaline_earth_metals,gemini-3.8-flash,french-native,French,native,EXAMPLE,2,36.5
ch-6_alkaline_earth_metals,gemini-3.8-flash,french-native,French,native,STUDY_SUPPORT,1,49
ch-6_alkaline_earth_metals,gpt-5.6-terra,french-native,French,native,ALL,11,56.90909090909091
ch-6_alkaline_earth_metals,gpt-5.6-terra,french-native,French,native,CONCEPT,7,62.42857142857143
ch-6_alkaline_earth_metals,gpt-5.6-terra,french-native,French,native,EXAMPLE,3,40.333333333333336
ch-6_alkaline_earth_metals,gpt-5.6-terra,french-native,French,native,STUDY_SUPPORT,1,68
ch-6_alkaline_earth_metals,grok-4.3,french-native,French,native,ALL,10,41.2
ch-6_alkaline_earth_metals,grok-4.3,french-native,French,native,CONCEPT,5,58.8
ch-6_alkaline_earth_metals,grok-4.3,french-native,French,native,EXAMPLE,3,16
ch-6_alkaline_earth_metals,grok-4.3,french-native,French,native,STUDY_SUPPORT,2,35
ch-6_alkaline_earth_metals,llama-4-maverick,french-native,French,native,ALL,7,39.285714285714285
ch-6_alkaline_earth_metals,llama-4-maverick,french-native,French,native,CONCEPT,3,69
ch-6_alkaline_earth_metals,llama-4-maverick,french-native,French,native,EXAMPLE,4,17
ch-6_alkaline_earth_metals,claude-sonnet-5,hindi-english,Hindi,english,ALL,16,19.0625
ch-6_alkaline_earth_metals,claude-sonnet-5,hindi-english,Hindi,english,CONCEPT,9,26.333333333333332
ch-6_alkaline_earth_metals,claude-sonnet-5,hindi-english,Hindi,english,EXAMPLE,6,8.666666666666666
ch-6_alkaline_earth_metals,claude-sonnet-5,hindi-english,Hindi,english,STUDY_SUPPORT,1,16
ch-6_alkaline_earth_metals,gemini-3.8-flash,hindi-english,Hindi,english,ALL,8,54.75
ch-6_alkaline_earth_metals,gemini-3.8-flash,hindi-english,Hindi,english,CONCEPT,3,109.66666666666667
ch-6_alkaline_earth_metals,gemini-3.8-flash,hindi-english,Hindi,english,EXAMPLE,3,19
ch-6_alkaline_earth_metals,gemini-3.8-flash,hindi-english,Hindi,english,STUDY_SUPPORT,2,26
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-english,Hindi,english,ALL,15,52.46666666666667
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-english,Hindi,english,CONCEPT,8,60.25
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-english,Hindi,english,EXAMPLE,5,39.4
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-english,Hindi,english,STUDY_SUPPORT,1,53
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-english,Hindi,english,CAVEAT,1,55
ch-6_alkaline_earth_metals,grok-4.3,hindi-english,Hindi,english,ALL,10,30.3
ch-6_alkaline_earth_metals,grok-4.3,hindi-english,Hindi,english,CONCEPT,6,42.166666666666664
ch-6_alkaline_earth_metals,grok-4.3,hindi-english,Hindi,english,EXAMPLE,4,12.5
ch-6_alkaline_earth_metals,llama-4-maverick,hindi-english,Hindi,english,ALL,7,31.714285714285715
ch-6_alkaline_earth_metals,llama-4-maverick,hindi-english,Hindi,english,CONCEPT,2,61
ch-6_alkaline_earth_metals,llama-4-maverick,hindi-english,Hindi,english,EXAMPLE,4,16
ch-6_alkaline_earth_metals,llama-4-maverick,hindi-english,Hindi,english,STUDY_SUPPORT,1,36
ch-6_alkaline_earth_metals,claude-sonnet-5,hindi-native,Hindi,native,ALL,9,27.11111111111111
ch-6_alkaline_earth_metals,claude-sonnet-5,hindi-native,Hindi,native,CONCEPT,4,39
ch-6_alkaline_earth_metals,claude-sonnet-5,hindi-native,Hindi,native,EXAMPLE,3,19
ch-6_alkaline_earth_metals,claude-sonnet-5,hindi-native,Hindi,native,STUDY_SUPPORT,2,15.5
ch-6_alkaline_earth_metals,gemini-3.8-flash,hindi-native,Hindi,native,ALL,11,42.27272727272727
ch-6_alkaline_earth_metals,gemini-3.8-flash,hindi-native,Hindi,native,CONCEPT,6,57.166666666666664
ch-6_alkaline_earth_metals,gemini-3.8-flash,hindi-native,Hindi,native,EXAMPLE,3,21.333333333333332
ch-6_alkaline_earth_metals,gemini-3.8-flash,hindi-native,Hindi,native,STUDY_SUPPORT,2,29
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-native,Hindi,native,ALL,16,36.1875
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-native,Hindi,native,CONCEPT,9,42.888888888888886
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-native,Hindi,native,EXAMPLE,5,15.8
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-native,Hindi,native,STUDY_SUPPORT,1,56
ch-6_alkaline_earth_metals,gpt-5.6-terra,hindi-native,Hindi,native,CAVEAT,1,58
ch-6_alkaline_earth_metals,grok-4.3,hindi-native,Hindi,native,ALL,10,33.4
ch-6_alkaline_earth_metals,grok-4.3,hindi-native,Hindi,native,CONCEPT,5,54.4
ch-6_alkaline_earth_metals,grok-4.3,hindi-native,Hindi,native,EXAMPLE,4,9.75
ch-6_alkaline_earth_metals,grok-4.3,hindi-native,Hindi,native,STUDY_SUPPORT,1,23
ch-6_alkaline_earth_metals,llama-4-maverick,hindi-native,Hindi,native,ALL,7,25.428571428571427
ch-6_alkaline_earth_metals,llama-4-maverick,hindi-native,Hindi,native,CONCEPT,2,52
ch-6_alkaline_earth_metals,llama-4-maverick,hindi-native,Hindi,native,EXAMPLE,4,13.25
ch-6_alkaline_earth_metals,llama-4-maverick,hindi-native,Hindi,native,STUDY_SUPPORT,1,21
ch-6_alkaline_earth_metals,claude-sonnet-5,tamil-english,Tamil,english,ALL,9,21.11111111111111
ch-6_alkaline_earth_metals,claude-sonnet-5,tamil-english,Tamil,english,CONCEPT,2,61.5
ch-6_alkaline_earth_metals,claude-sonnet-5,tamil-english,Tamil,english,EXAMPLE,5,5.8
ch-6_alkaline_earth_metals,claude-sonnet-5,tamil-english,Tamil,english,STUDY_SUPPORT,2,19
ch-6_alkaline_earth_metals,gemini-3.8-flash,tamil-english,Tamil,english,ALL,9,35
ch-6_alkaline_earth_metals,gemini-3.8-flash,tamil-english,Tamil,english,CONCEPT,4,57.25
ch-6_alkaline_earth_metals,gemini-3.8-flash,tamil-english,Tamil,english,EXAMPLE,3,16.333333333333332
ch-6_alkaline_earth_metals,gemini-3.8-flash,tamil-english,Tamil,english,STUDY_SUPPORT,2,18.5
ch-6_alkaline_earth_metals,gpt-5.6-terra,tamil-english,Tamil,english,ALL,15,35.53333333333333
ch-6_alkaline_earth_metals,gpt-5.6-terra,tamil-english,Tamil,english,CONCEPT,10,33.9
ch-6_alkaline_earth_metals,gpt-5.6-terra,tamil-english,Tamil,english,EXAMPLE,3,37.666666666666664
ch-6_alkaline_earth_metals,gpt-5.6-terra,tamil-english,Tamil,english,STUDY_SUPPORT,1,44
ch-6_alkaline_earth_metals,gpt-5.6-terra,tamil-english,Tamil,english,CAVEAT,1,37
ch-6_alkaline_earth_metals,grok-4.3,tamil-english,Tamil,english,ALL,9,23.22222222222222
ch-6_alkaline_earth_metals,grok-4.3,tamil-english,Tamil,english,CONCEPT,5,34
ch-6_alkaline_earth_metals,grok-4.3,tamil-english,Tamil,english,EXAMPLE,4,9.75
ch-6_alkaline_earth_metals,llama-4-maverick,tamil-english,Tamil,english,ALL,10,28.5
ch-6_alkaline_earth_metals,llama-4-maverick,tamil-english,Tamil,english,CONCEPT,6,38.5
ch-6_alkaline_earth_metals,llama-4-maverick,tamil-english,Tamil,english,EXAMPLE,3,13.666666666666666
ch-6_alkaline_earth_metals,llama-4-maverick,tamil-english,Tamil,english,STUDY_SUPPORT,1,13
ch-6_alkaline_earth_metals,claude-sonnet-5,tamil-native,Tamil,native,ALL,11,14.454545454545455
ch-6_alkaline_earth_metals,claude-sonnet-5,tamil-native,Tamil,native,CONCEPT,4,24.25
ch-6_alkaline_earth_metals,claude-sonnet-5,tamil-native,Tamil,native,EXAMPLE,6,7.666666666666667
ch-6_alkaline_earth_metals,claude-sonnet-5,tamil-native,Tamil,native,STUDY_SUPPORT,1,16
ch-6_alkaline_earth_metals,gemini-3.8-flash,tamil-native,Tamil,native,ALL,8,35.875
ch-6_alkaline_earth_metals,gemini-3.8-flash,tamil-native,Tamil,native,CONCEPT,3,65.33333333333333
ch-6_alkaline_earth_metals,gemini-3.8-flash,tamil-native,Tamil,native,EXAMPLE,4,18.5
ch-6_alkaline_earth_metals,gemini-3.8-flash,tamil-native,Tamil,native,STUDY_SUPPORT,1,17
ch-6_alkaline_earth_metals,llama-4-maverick,tamil-native,Tamil,native,ALL,17,14.764705882352942
ch-6_alkaline_earth_metals,llama-4-maverick,tamil-native,Tamil,native,CONCEPT,17,14.764705882352942
ch-7_vapour_phase_refining,claude-sonnet-5,arabic-english,Arabic,english,ALL,5,55.2
ch-7_vapour_phase_refining,claude-sonnet-5,arabic-english,Arabic,english,CONCEPT,3,54.333333333333336
ch-7_vapour_phase_refining,claude-sonnet-5,arabic-english,Arabic,english,EXAMPLE,2,56.5
ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-english,Arabic,english,ALL,5,74.8
ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-english,Arabic,english,CONCEPT,1,93
ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-english,Arabic,english,EXAMPLE,2,91.5
ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-english,Arabic,english,ANALOGY,1,59
ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-english,Arabic,english,STUDY_SUPPORT,1,39
ch-7_vapour_phase_refining,gpt-5.6-terra,arabic-english,Arabic,english,ALL,5,73.6
ch-7_vapour_phase_refining,gpt-5.6-terra,arabic-english,Arabic,english,CONCEPT,2,99
ch-7_vapour_phase_refining,gpt-5.6-terra,arabic-english,Arabic,english,EXAMPLE,2,67
ch-7_vapour_phase_refining,gpt-5.6-terra,arabic-english,Arabic,english,STUDY_SUPPORT,1,36
ch-7_vapour_phase_refining,grok-4.3,arabic-english,Arabic,english,ALL,4,45.25
ch-7_vapour_phase_refining,grok-4.3,arabic-english,Arabic,english,CONCEPT,2,41.5
ch-7_vapour_phase_refining,grok-4.3,arabic-english,Arabic,english,EXAMPLE,2,49
ch-7_vapour_phase_refining,llama-4-maverick,arabic-english,Arabic,english,ALL,1,192
ch-7_vapour_phase_refining,llama-4-maverick,arabic-english,Arabic,english,CONCEPT,1,192
ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-native,Arabic,native,ALL,4,107.75
ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-native,Arabic,native,CONCEPT,1,224
ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-native,Arabic,native,EXAMPLE,2,90
ch-7_vapour_phase_refining,gemini-3.8-flash,arabic-native,Arabic,native,ANALOGY,1,27
ch-7_vapour_phase_refining,claude-sonnet-5,bengali-english,Bengali,english,ALL,5,53.4
ch-7_vapour_phase_refining,claude-sonnet-5,bengali-english,Bengali,english,CONCEPT,2,52
ch-7_vapour_phase_refining,claude-sonnet-5,bengali-english,Bengali,english,EXAMPLE,2,60
ch-7_vapour_phase_refining,claude-sonnet-5,bengali-english,Bengali,english,STUDY_SUPPORT,1,43
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-english,Bengali,english,ALL,6,64.16666666666667
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-english,Bengali,english,CONCEPT,2,64.5
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-english,Bengali,english,EXAMPLE,2,81
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-english,Bengali,english,PROCEDURE,1,72
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-english,Bengali,english,STUDY_SUPPORT,1,22
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-english,Bengali,english,ALL,5,60
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-english,Bengali,english,CONCEPT,1,80
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-english,Bengali,english,EXAMPLE,2,69.5
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-english,Bengali,english,PROCEDURE,1,44
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-english,Bengali,english,STUDY_SUPPORT,1,37
ch-7_vapour_phase_refining,grok-4.3,bengali-english,Bengali,english,ALL,5,41.4
ch-7_vapour_phase_refining,grok-4.3,bengali-english,Bengali,english,CONCEPT,2,46
ch-7_vapour_phase_refining,grok-4.3,bengali-english,Bengali,english,EXAMPLE,2,51.5
ch-7_vapour_phase_refining,grok-4.3,bengali-english,Bengali,english,STUDY_SUPPORT,1,12
ch-7_vapour_phase_refining,llama-4-maverick,bengali-english,Bengali,english,ALL,3,38.333333333333336
ch-7_vapour_phase_refining,llama-4-maverick,bengali-english,Bengali,english,CONCEPT,1,54
ch-7_vapour_phase_refining,llama-4-maverick,bengali-english,Bengali,english,EXAMPLE,2,30.5
ch-7_vapour_phase_refining,claude-sonnet-5,bengali-native,Bengali,native,ALL,4,86.75
ch-7_vapour_phase_refining,claude-sonnet-5,bengali-native,Bengali,native,CONCEPT,1,110
ch-7_vapour_phase_refining,claude-sonnet-5,bengali-native,Bengali,native,EXAMPLE,2,84.5
ch-7_vapour_phase_refining,claude-sonnet-5,bengali-native,Bengali,native,STUDY_SUPPORT,1,68
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-native,Bengali,native,ALL,6,63.833333333333336
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-native,Bengali,native,CONCEPT,1,124
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-native,Bengali,native,EXAMPLE,2,57.5
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-native,Bengali,native,ANALOGY,1,79
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-native,Bengali,native,STUDY_SUPPORT,1,14
ch-7_vapour_phase_refining,gemini-3.8-flash,bengali-native,Bengali,native,CAVEAT,1,51
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-native,Bengali,native,ALL,7,55.142857142857146
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-native,Bengali,native,CONCEPT,2,66
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-native,Bengali,native,EXAMPLE,2,68.5
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-native,Bengali,native,PROCEDURE,1,67
ch-7_vapour_phase_refining,gpt-5.6-terra,bengali-native,Bengali,native,STUDY_SUPPORT,2,25
ch-7_vapour_phase_refining,claude-sonnet-5,english,English,english,ALL,6,64.33333333333333
ch-7_vapour_phase_refining,claude-sonnet-5,english,English,english,CONCEPT,2,87
ch-7_vapour_phase_refining,claude-sonnet-5,english,English,english,EXAMPLE,2,76
ch-7_vapour_phase_refining,claude-sonnet-5,english,English,english,ANALOGY,1,38
ch-7_vapour_phase_refining,claude-sonnet-5,english,English,english,STUDY_SUPPORT,1,22
ch-7_vapour_phase_refining,gemini-3.8-flash,english,English,english,ALL,6,93.83333333333333
ch-7_vapour_phase_refining,gemini-3.8-flash,english,English,english,CONCEPT,1,237
ch-7_vapour_phase_refining,gemini-3.8-flash,english,English,english,EXAMPLE,2,91.5
ch-7_vapour_phase_refining,gemini-3.8-flash,english,English,english,ANALOGY,1,87
ch-7_vapour_phase_refining,gemini-3.8-flash,english,English,english,STUDY_SUPPORT,2,28
ch-7_vapour_phase_refining,gpt-5.6-terra,english,English,english,ALL,4,68.75
ch-7_vapour_phase_refining,gpt-5.6-terra,english,English,english,CONCEPT,1,126
ch-7_vapour_phase_refining,gpt-5.6-terra,english,English,english,EXAMPLE,2,58.5
ch-7_vapour_phase_refining,gpt-5.6-terra,english,English,english,STUDY_SUPPORT,1,32
ch-7_vapour_phase_refining,grok-4.3,english,English,english,ALL,4,90.5
ch-7_vapour_phase_refining,grok-4.3,english,English,english,CONCEPT,2,126.5
ch-7_vapour_phase_refining,grok-4.3,english,English,english,EXAMPLE,2,54.5
ch-7_vapour_phase_refining,llama-4-maverick,english,English,english,ALL,5,59
ch-7_vapour_phase_refining,llama-4-maverick,english,English,english,CONCEPT,2,79
ch-7_vapour_phase_refining,llama-4-maverick,english,English,english,EXAMPLE,2,43
ch-7_vapour_phase_refining,llama-4-maverick,english,English,english,STUDY_SUPPORT,1,51
ch-7_vapour_phase_refining,claude-sonnet-5,french-english,French,english,ALL,5,50.8
ch-7_vapour_phase_refining,claude-sonnet-5,french-english,French,english,CONCEPT,2,56.5
ch-7_vapour_phase_refining,claude-sonnet-5,french-english,French,english,EXAMPLE,2,65.5
ch-7_vapour_phase_refining,claude-sonnet-5,french-english,French,english,STUDY_SUPPORT,1,10
ch-7_vapour_phase_refining,gemini-3.8-flash,french-english,French,english,ALL,5,89.6
ch-7_vapour_phase_refining,gemini-3.8-flash,french-english,French,english,CONCEPT,1,148
ch-7_vapour_phase_refining,gemini-3.8-flash,french-english,French,english,EXAMPLE,2,79.5
