source,topic,model,condition,language,old_relevance,new_relevance,old_units,new_units,old_errors,new_errors,new_ambiguities,old_reason,new_reason,old_report,new_report,delta_units
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\hindi-native\gemini-3.8-flash__7f0aa08ad287.json,ch-1_isotope,gemini-3.8-flash,hindi-native,Hindi,on_topic,on_topic,11,10,0,1,3,"The response directly and thoroughly explains isotopes for a high school chemistry student, including foundational atomic concepts, definition, an illustrative analogy, examples (hydrogen and carbon), physical/chemical properties, and technological applications.","The text directly and comprehensively explains isotopes, covering the subatomic definitions (atomic number and mass number), an analogy, specific elemental examples (hydrogen and carbon), physical and chemical properties, and practical applications.",../../../ch-1_isotope/hindi-native/evaluation/gemini-3.8-flash__7f0aa08ad287/results.md,../ch-1_isotope/hindi-native/gemini-3.8-flash__7f0aa08ad287/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\hindi-native\gpt-5.6-terra__41c4eb5c4b6d.json,ch-1_isotope,gpt-5.6-terra,hindi-native,Hindi,on_topic,on_topic,10,8,0,0,2,"The response directly and comprehensively explains the concept of isotopes, including definition, underlying atomic concepts, concrete examples, properties, and applications.","The explanation directly and accurately explains the concept of isotopes (समस्थानिक), covering definition, atomic composition, an illustrative comparison of carbon isotopes, physical/chemical properties, practical applications, and a memory aid.",../../../ch-1_isotope/hindi-native/evaluation/gpt-5.6-terra__41c4eb5c4b6d/results.md,../ch-1_isotope/hindi-native/gpt-5.6-terra__41c4eb5c4b6d/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\hindi-native\grok-4.3__cb64d67a40e1.json,ch-1_isotope,grok-4.3,hindi-native,Hindi,on_topic,on_topic,7,7,0,0,1,"The response directly and accurately explains isotopes to a high school student in Hindi, covering definition, atomic structure, hydrogen/carbon examples, properties, and a memory aid.","The text directly and thoroughly explains what isotopes are, provides standard examples (hydrogen and carbon), explains their physical and chemical properties, and offers memory aids and a practice question.",../../../ch-1_isotope/hindi-native/evaluation/grok-4.3__cb64d67a40e1/results.md,../ch-1_isotope/hindi-native/grok-4.3__cb64d67a40e1/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\hindi-native\llama-4-maverick__9968eff46619.json,ch-1_isotope,llama-4-maverick,hindi-native,Hindi,on_topic,on_topic,7,7,0,0,1,"The response accurately and directly explains isotopes (समस्थानिक) in Hindi for a high school student, covering prerequisite atomic structure, definition, carbon isotope examples, chemical and physical properties, and practical applications.","The text directly explains isotopes, including their definition based on atomic and neutron numbers, a comparative example using carbon isotopes, their chemical and physical properties, and real-world applications.",../../../ch-1_isotope/hindi-native/evaluation/llama-4-maverick__9968eff46619/results.md,../ch-1_isotope/hindi-native/llama-4-maverick__9968eff46619/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-english\claude-sonnet-5__ee463dce8da9.json,ch-1_isotope,claude-sonnet-5,tamil-english,Tamil,on_topic,on_topic,6,8,0,0,4,"The response accurately and directly explains isotopes in Tamil, covering their definition, key characteristics, examples (hydrogen and carbon), applications, and a summary/etymology.","The response directly explains the requested topic of isotopes, defining them in terms of atomic number, mass number, protons, and neutrons, detailing chemical and physical properties, providing specific examples and real-world uses, and concluding with a mnemonic.",../../../ch-1_isotope/tamil-english/evaluation/claude-sonnet-5__ee463dce8da9/results.md,../ch-1_isotope/tamil-english/claude-sonnet-5__ee463dce8da9/results.md,2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-english\gemini-3.8-flash__86e368beb3d7.json,ch-1_isotope,gemini-3.8-flash,tamil-english,Tamil,on_topic,on_topic,8,11,0,0,2,"The explanation covers the concept of isotopes comprehensively in Tamil, including fundamental atomic structure, the formal definition of isotopes, an illustrative analogy, textbook examples (hydrogen and carbon), physical and chemical properties, practical applications, and a summary.","The explanation directly covers the requested topic of isotopes, including its definition, subatomic composition, illustrative examples, properties, and applications.",../../../ch-1_isotope/tamil-english/evaluation/gemini-3.8-flash__86e368beb3d7/results.md,../ch-1_isotope/tamil-english/gemini-3.8-flash__86e368beb3d7/results.md,3
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-english\gpt-5.6-terra__e828bdcb8870.json,ch-1_isotope,gpt-5.6-terra,tamil-english,Tamil,on_topic,on_topic,12,10,0,0,2,"The response directly and thoroughly explains the requested concept of isotopes in Tamil, covering definition, subatomic composition, notation, examples, properties, and applications.","The text directly and comprehensively explains isotopes in high school level Tamil, covering definition, atomic composition, comparative examples, notation, properties, and applications.",../../../ch-1_isotope/tamil-english/evaluation/gpt-5.6-terra__e828bdcb8870/results.md,../ch-1_isotope/tamil-english/gpt-5.6-terra__e828bdcb8870/results.md,-2
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-english\grok-4.3__135007903eb8.json,ch-1_isotope,grok-4.3,tamil-english,Tamil,on_topic,on_topic,8,8,0,0,0,"The response clearly and accurately explains the concept of isotopes in Tamil as requested, including definitions, examples, properties, and applications.","The explanation directly defines isotopes, illustrates them using hydrogen and carbon isotopes, explains their chemical and physical properties, and lists common applications.",../../../ch-1_isotope/tamil-english/evaluation/grok-4.3__135007903eb8/results.md,../ch-1_isotope/tamil-english/grok-4.3__135007903eb8/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-english\llama-4-maverick__3cec6dc0e943.json,ch-1_isotope,llama-4-maverick,tamil-english,Tamil,on_topic,on_topic,8,8,0,0,2,"The response clearly defines isotopes, explains differences in proton and neutron counts, provides multiple examples, and outlines applications in medicine, nuclear energy, isotope separation, and fossil dating.","The explanation directly addresses isotopes, providing their definition, subatomic particle composition, illustrative elemental examples, and real-world applications.",../../../ch-1_isotope/tamil-english/evaluation/llama-4-maverick__3cec6dc0e943/results.md,../ch-1_isotope/tamil-english/llama-4-maverick__3cec6dc0e943/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-native\claude-sonnet-5__7ed76b1875f8.json,ch-1_isotope,claude-sonnet-5,tamil-native,Tamil,off_topic,off_topic,6,5,0,0,1,"The prompt asked to explain 'ஓரிடத்தான்' (the Tamil scientific term for chemical isotopes). The response completely misinterprets the term as an alleged concept in Tamil grammar and phonetics (letters produced at the same place of articulation), discussing phonetic articulation, Tolkappiyam, and sandhi rules instead of atomic chemistry.","The prompt asked for an explanation of 'ஓரிடத்தான்' (the Tamil scientific term for 'isotope' in chemistry). The source completely misinterpreted the term literally as 'ஓர் + இடத்தான்' (letters sharing the same place of articulation in the vocal tract) and presented a lesson on Tamil linguistics, phonetics, and Tolkappiyam instead of chemistry.",../../../ch-1_isotope/tamil-native/evaluation/claude-sonnet-5__7ed76b1875f8/results.md,../ch-1_isotope/tamil-native/claude-sonnet-5__7ed76b1875f8/results.md,-1
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-native\gemini-3.8-flash__8740e93966a5.json,ch-1_isotope,gemini-3.8-flash,tamil-native,Tamil,on_topic,on_topic,10,10,1,1,2,"The explanation directly addresses isotopes in Tamil ('ஓரிடத்தான்'), providing definitions, subatomic composition, etymology, concrete examples, and practical applications.","The explanation directly teaches what isotopes are, explains their subatomic composition, provides examples and applications, and clarifies their chemical and physical properties.",../../../ch-1_isotope/tamil-native/evaluation/gemini-3.8-flash__8740e93966a5/results.md,../ch-1_isotope/tamil-native/gemini-3.8-flash__8740e93966a5/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-native\gpt-5.6-terra__f589a5159205.json,ch-1_isotope,gpt-5.6-terra,tamil-native,Tamil,off_topic,off_topic,7,7,0,0,1,"The prompt asked to explain isotopes ('ஓரிடத்தான்' in Tamil chemistry terminology), but the response interpreted the term literally as 'endemic species' in ecology and biology, discussing flora and fauna restricted to specific geographical regions.","The prompt asked to explain 'ஓரிடத்தான்', which in Chemistry refers to isotopes (atoms with the same atomic number but different mass numbers). The response mistranslated or misinterpreted the term as biological 'Endemic species' and explained endemic flora and fauna instead.",../../../ch-1_isotope/tamil-native/evaluation/gpt-5.6-terra__f589a5159205/results.md,../ch-1_isotope/tamil-native/gpt-5.6-terra__f589a5159205/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-native\grok-4.3__c07c3319e472.json,ch-1_isotope,grok-4.3,tamil-native,Tamil,off_topic,off_topic,7,7,0,0,2,"The requested topic was 'isotope' in Chemistry (commonly translated in Tamil scientific contexts as ஓரிடத்தான்). The response completely misinterprets the term as an ecological concept for endemic organisms restricted to a single geographical habitat, providing biological examples such as the Nilgiri Tahr and Lion-tailed Macaque.","The prompt asked to explain 'ஓரிடத்தான்' in the context of high school Chemistry (isotope). However, the response completely misunderstands the term and explains biological endemism ('endemic species' living in a single geographic habitat such as the Western Ghats), confusing the chemical concept of an isotope with biological endemism.",../../../ch-1_isotope/tamil-native/evaluation/grok-4.3__c07c3319e472/results.md,../ch-1_isotope/tamil-native/grok-4.3__c07c3319e472/results.md,0
D:\Projects\PhD\tutoring-check\explanation-difference\outputs\multiple\ch-1_isotope\tamil-native\llama-4-maverick__031a4c706f38.json,ch-1_isotope,llama-4-maverick,tamil-native,Tamil,off_topic,off_topic,7,6,0,0,1,"The prompt asked for an explanation of 'isotope' in Chemistry (in Tamil, ஓரிடத்தான்). The response completely misunderstood the term, interpreting 'ஓரிடத்தான்' as a fabricated Tamil grammatical or semantic concept referring to words that denote only one entity, with no reference to chemistry, atoms, or isotopes.","The prompt asked to explain 'ஓரிடத்தான்' (the Tamil scientific term for isotope in Chemistry). Instead of explaining chemical isotopes (atoms with the same atomic number but different mass numbers), the text invents a Tamil grammatical concept where 'ஓரிடத்தான்' is defined as a noun or phrase that refers exclusively to one specific entity.",../../../ch-1_isotope/tamil-native/evaluation/llama-4-maverick__031a4c706f38/results.md,../ch-1_isotope/tamil-native/llama-4-maverick__031a4c706f38/results.md,-1
